ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Your name,What is the date and time of collection?,Where are you recording the point?,"Are there no crops (fallow or pasture), one crop, or multiple crops growing in the field?",Which crop(s) are present in the field?,Other - Which crop(s) are present in the field?,"[OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?","Other - [OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?",[OPTIONAL] Additional notes,x,y
414,670a2ecf-90a2-4189-b915-64777add2095,3/28/2023 12:52:41 AM,,3/28/2023 12:52:41 AM,,KP,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),mai`a_(banana),tropical_fruits",,`ulu (breadfruit),,,-156.849162163611,21.0581879729141
415,ec5d39f1-756d-4eb5-8532-22a1a07d9e65,3/28/2023 12:52:49 AM,,3/28/2023 12:52:49 AM,,Kairee,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),tropical_fruits,`ulu_(breadfruit)",,`ulu (breadfruit),,,-156.849180879022,21.0581751133047
416,0b1cc016-37d9-4599-a428-9a596e3326bb,3/28/2023 12:52:55 AM,,3/28/2023 12:52:55 AM,,KP,,Inside the field,One crop,kalo_(taro)_-_mala_(dryland),,,,"ʻUlaʻula moano, ʻeleʻel naeauea",-156.849111834902,21.0582522697694
417,cbf54ab3-1f89-4cfd-a77c-6a0e2da8e9bb,3/28/2023 12:53:00 AM,,3/28/2023 12:53:00 AM,,KP,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),other","Pohinahina, crown flower, aloe, native trees",mai`a (banana),,Apple banana,-156.848906480875,21.0582646903994
418,24c508fa-35cf-4d83-8bd3-dbe0e24169a2,3/28/2023 12:53:06 AM,,3/28/2023 12:53:06 AM,,KLV,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,mai`a (banana),,Apple banana,-156.848814161367,21.058207833157
419,a5da3ad0-8b38-4727-938d-f0eedd3a28e6,3/28/2023 12:53:10 AM,,3/28/2023 12:53:10 AM,,KP,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),other,mai`a_(banana)",Pua kalaunu,`ulu (breadfruit),,,-156.848544194126,21.0578153860135
420,95801c58-23d1-412b-a608-154f329b82b7,3/28/2023 12:53:17 AM,,3/28/2023 12:53:17 AM,,KLV,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),kalo_(taro)_-_mala_(dryland)",,`ulu (breadfruit),,Maʻafala,-156.848229263074,21.0578342500478
421,a01d2132-bd5d-475f-89e1-19b9c9fd3ceb,3/28/2023 12:53:21 AM,,3/28/2023 12:53:21 AM,,KLV,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),mai`a_(banana),other",Tileaf. Pua kalaunu,,,,-156.84819283805,21.0578972710548
422,bdbb675d-a1a1-4826-b1ae-86d521d5cca7,3/28/2023 12:53:26 AM,,3/28/2023 12:53:26 AM,,Kahaku,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),mai`a_(banana),other","Pua kalaunu, tileaf",`ulu (breadfruit),,,-156.848193288914,21.0579070207882
423,b266a89e-0cd9-4ebf-a3d7-41f51d3bfc42,3/28/2023 12:53:31 AM,,3/28/2023 12:53:31 AM,,KP,,Inside the field,Multiple crops,"`uala_(sweet_potato),kalo_(taro)_-_mala_(dryland)",,kalo (taro) - mala (dryland),,,-156.848172560436,21.0579661540512
424,7a6dcd16-5782-4d34-8f4c-abbb3a3deefd,3/28/2023 12:53:38 AM,,3/28/2023 12:53:38 AM,,KLV,,Inside the field,Multiple crops,"`ulu_(breadfruit),kalo_(taro)_-_mala_(dryland),mai`a_(banana),`uala_(sweet_potato),other","Aalii, uhaloa, helei, wiliwili",,,,-156.848158434806,21.0580149971275
425,d107fa09-0db4-461d-8a09-41a00cb9bab0,3/28/2023 12:53:45 AM,,3/28/2023 12:53:45 AM,,KP,,Inside the field,Multiple crops,"`ulu_(breadfruit),`uala_(sweet_potato),other,tropical_fruits","Uhaloa, popolo, helei, wiliwili, cjili pepper",`ulu (breadfruit),,"
",-156.848119898293,21.0580209826488
426,512746fd-41a1-49ca-a46e-9e353f063974,3/28/2023 12:53:50 AM,,3/28/2023 12:53:50 AM,,KP,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),`uala_(sweet_potato),kalo_(taro)_-_mala_(dryland),macadamia_nut,other","Uhaloa, popolo",`ulu (breadfruit),,,-156.84810346894,21.0578006313686
427,220b173b-417b-4c8f-92b4-7671b895cdbb,3/28/2023 12:53:55 AM,,3/28/2023 12:53:55 AM,,KP,,Inside the field,One crop,`ulu_(breadfruit),,other,,,-156.848041090105,21.0579081125525
428,e38cd67d-499f-4a26-827b-70b18537011e,3/28/2023 12:53:59 AM,,3/28/2023 12:53:59 AM,,KLV,,Inside the field,One crop,`ulu_(breadfruit),,,,"Maʻafala
",-156.848025016177,21.0581147024402
429,ff43397e-9e5a-4366-b649-27efa696c00f,3/28/2023 12:54:04 AM,,3/28/2023 12:54:04 AM,,KP,,On the edge of the field,One crop,`ulu_(breadfruit),,,,"Maafala
",-156.848038235368,21.0584019697856
430,14dde1f9-09e2-4a22-99de-3ad47b57d0a9,3/28/2023 12:54:08 AM,,3/28/2023 12:54:08 AM,,KLV,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.84800934156,21.0583786645647
431,a2a658f2-d1ad-43a7-9fff-7e34fc84f77a,3/28/2023 12:54:14 AM,,3/28/2023 12:54:14 AM,,KP,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.8479889211,21.0581138345062
432,753178de-fe05-4818-a4cb-33df747c8f91,3/28/2023 12:54:19 AM,,3/28/2023 12:54:19 AM,,KP,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),kalo_(taro)_-_mala_(dryland),`uala_(sweet_potato),mai`a_(banana),tropical_fruits,macadamia_nut,other",Native plants,`ulu (breadfruit),,,-156.848603341668,21.0577990161218
433,739545c7-47f9-45f5-b401-af469cd8fff4,3/28/2023 12:54:24 AM,,3/28/2023 12:54:24 AM,,KLV,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),mai`a_(banana),tropical_fruits",,`ulu (breadfruit),,,-156.848889939554,21.0578340494974
434,2f560cd1-e216-407f-8bc5-1f9da36e820a,3/28/2023 12:54:30 AM,,3/28/2023 12:54:30 AM,,KP,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),other","Puakenikeni, tiare. Kukui, kou",`ulu (breadfruit),,,-156.849452428302,21.057818668162
435,1630eef4-709d-499c-bf36-3d54c0788313,3/28/2023 12:54:38 AM,,3/28/2023 12:54:38 AM,,KLV,,Inside the field,Multiple crops,"other,`ulu_(breadfruit)","Puakenikeni, tiare, kukui, kou",`ulu (breadfruit),,"
",-156.849636275363,21.0578589330428
436,6e4ef395-995a-4496-a1f6-130977e982a0,3/28/2023 12:54:41 AM,,3/28/2023 12:54:41 AM,,KP,,On the edge of the field,Home garden or irregular,other,"Fish, native plants",,,,-156.849960853959,21.0573987414707
437,f6f3624e-4fc1-4bea-9afc-145e92938e0d,3/28/2023 12:54:46 AM,,3/28/2023 12:54:46 AM,,KLV,,On the edge of the field,Home garden or irregular,other,"Fish, native plNts",other,,,-156.850197961673,21.0572638962214
438,07f8bc3d-278f-410d-9400-01ed134bf57f,3/28/2023 12:54:53 AM,,3/28/2023 12:54:53 AM,,KLV,,On the edge of the field,Home garden or irregular,other,Fish,other,,,-156.85031682432,21.0572179874051
439,31c435a2-2607-4729-8515-09c67cf0ef2f,3/28/2023 12:54:56 AM,,3/28/2023 12:54:56 AM,,KP,,On the edge of the field,Home garden or irregular,other,Fish,,,,-156.85036962216,21.0569847943225
440,0299f4c1-ca8f-485e-8268-8353edb1467f,3/28/2023 12:55:00 AM,,3/28/2023 12:55:00 AM,,KLV,,On the edge of the field,Home garden or irregular,other,Fish,other,,,-156.850353448048,21.0569699729654
441,6a546fa8-635b-4027-9d6c-ce0932f04695,3/28/2023 12:55:04 AM,,3/28/2023 12:55:04 AM,,KP,,On the edge of the field,Home garden or irregular,other,Fish,other,,,-156.850364405218,21.0569929094829
442,7620838c-8f03-44a5-8185-fab1de0e655d,3/28/2023 12:55:09 AM,,3/28/2023 12:55:09 AM,,KLV,,On the edge of the field,Home garden or irregular,other,Fish,,,,-156.85036376323,21.0569892881123
443,00e2d0bd-d30c-413e-8787-708ad845976a,3/28/2023 12:55:14 AM,,3/28/2023 12:55:14 AM,,KP,,On the edge of the field,Home garden or irregular,other,Fish,other,,,-156.85036431832,21.0570067367285
444,eb56e81b-1cc6-4306-838e-a4cc0e51feaa,3/28/2023 12:55:18 AM,,3/28/2023 12:55:18 AM,,KLV,,On the edge of the field,Home garden or irregular,other,Fish,,,,-156.850357705196,21.0569952782288
445,7066ffbf-df3e-48b4-b682-e11a95ed337e,3/28/2023 12:55:21 AM,,3/28/2023 12:55:21 AM,,KLV,,On the edge of the field,Home garden or irregular,other,,,,,-156.85037328457,21.0570025176812
446,414a51ff-068b-4224-b0fd-5b0474accf56,3/28/2023 12:55:23 AM,,3/28/2023 12:55:23 AM,,KP,,On the edge of the field,Home garden or irregular,"niu_(coconut),other",Fish,other,Fish,,-156.85035310862,21.0569630720725
447,2345fb0e-f4e4-4dc1-8364-23e3747bf13a,3/28/2023 12:55:31 AM,,3/28/2023 12:55:31 AM,,KP,,On the edge of the field,One crop,"tropical_fruits,other",Mango,,,,-156.806808539274,21.0697204793334
448,ed6fa0f6-e245-4c2b-bbdd-2208c16fa4f9,3/28/2023 12:55:37 AM,,3/28/2023 12:55:37 AM,,KLV,,On the edge of the field,One crop,tropical_fruits,,,,"Mango patch
Mapulehu",-156.80681791274,21.0697384524853
449,c17d4abb-7f86-4418-96dc-03404f596961,3/28/2023 12:55:43 AM,,3/28/2023 12:55:43 AM,,KP,,On the edge of the field,One crop,tropical_fruits,,,,Mapulehu mangoes,-156.806846038272,21.0696798415548
450,805b04e7-2668-45ea-bfbd-1da4e0c60efe,3/28/2023 12:55:49 AM,,3/28/2023 12:55:49 AM,,KP,,Inside the field,One crop,"other,tropical_fruits","Noni, mango",tropical fruits,,,-156.806719314117,21.0693896786173
451,7cb47299-0085-4b89-b5cb-4fb802a7cd82,3/28/2023 12:55:56 AM,,3/28/2023 12:55:56 AM,,KLV,,Inside the field,One crop,tropical_fruits,,,,Mango,-156.806466522901,21.0686678487842
452,ebdd7949-10b6-469a-afab-6162475c2aa2,3/28/2023 12:56:03 AM,,3/28/2023 12:56:03 AM,,KP,,Inside the field,Multiple crops,"tropical_fruits,other","Mango, noni",tropical fruits,,Mapulehu mangoes,-156.806373049767,21.0683941729781
453,a688aced-2861-4941-b86d-38c4ea4d4675,3/28/2023 12:56:09 AM,,3/28/2023 12:56:09 AM,,KP,,Inside the field,Multiple crops,"tropical_fruits,other,sugarcane","Mango, noni",tropical fruits,,,-156.80610044801,21.0678855656047
454,cd80ba1c-c15d-49c6-ad6c-5de0f8fbfb65,3/28/2023 12:56:16 AM,,3/28/2023 12:56:16 AM,,KLV,,Inside the field,One crop,tropical_fruits,,,,Mapulehu mango,-156.805551320916,21.0676305014475
455,bc652773-27d3-447e-8057-361953b2c5d4,3/28/2023 12:56:21 AM,,3/28/2023 12:56:21 AM,,KP,,Inside the field,One crop,"tropical_fruits,other",,tropical fruits,,"Mapulehu mango
",-156.805216073945,21.0674276643716
456,0803df1b-5574-4300-a8ff-1385f4047562,3/28/2023 12:56:25 AM,,3/28/2023 12:56:25 AM,,KP,,On the edge of the field,One crop,niu_(coconut),,,,,-156.805096811797,21.0669299128662
457,9e094d6f-269e-4fa4-801d-689c9e69c9f3,3/28/2023 12:56:32 AM,,3/28/2023 12:56:32 AM,,KP,,Inside the field,One crop,tropical_fruits,,,,"Mapulehu mangoes, not ripe
",-156.805524255344,21.0676242133882
458,a8469021-1a3c-4204-89b4-98d7526e8a1f,3/28/2023 12:56:41 AM,,3/28/2023 12:56:41 AM,,KLV,,Inside the field,One crop,avocado,,,,Mango,-156.806187218062,21.0678696745299
459,411d56a4-776f-43d7-adaf-e9e2796e7422,3/28/2023 12:56:47 AM,,3/28/2023 12:56:47 AM,,KP,,Inside the field,One crop,tropical_fruits,,,,"Mapulehu mango, noni",-156.806440918924,21.0683784491078
460,d94fc5c7-379e-463e-8d2e-2e2dd2eaf086,3/28/2023 12:56:54 AM,,3/28/2023 12:56:54 AM,,KLVA,,Inside the field,One crop,tropical_fruits,,,,Mapulehu mangoes,-156.806613616008,21.0688948780518
461,24333c9c-8169-48e6-be42-7555d46e7400,3/28/2023 12:56:58 AM,,3/28/2023 12:56:58 AM,,KP,,Inside the field,One crop,other,,,,"Mapulehu mangoes, noni",-156.806709204852,21.0692290453173
462,72ea189c-3241-4fdf-ae7f-a9ec901b4368,4/4/2023 10:59:46 PM,,4/4/2023 10:59:46 PM,,Makamae ,,Inside the field,Pasture,other,None,,,Overgrown and a lot of elephant grass.,-156.951443720511,20.7982585691933
463,66a33418-8f85-4227-bbaa-bf512b7afd04,4/4/2023 11:02:20 PM,,4/4/2023 11:02:20 PM,,Makamae ,,Inside the field,Multiple crops,"mai`a_(banana),tropical_fruits,other,vegetables_(e.g._leafy_greens_c","Peppers, pumpkins ",,,This is just a portion of the farm ,-156.95162022345,20.7986024286888
464,50acd915-cf7a-4f52-902c-f2fc3c34782e,4/4/2023 11:06:08 PM,,4/4/2023 11:06:08 PM,,Makamae ,,Inside the field,Multiple crops,"other,mai`a_(banana)",Eggplant ,,,This is a section of the bigger farm,-156.95079650835,20.798295433553
465,94ad6d13-7779-4195-b599-86be9721f23f,4/4/2023 11:11:27 PM,,4/4/2023 11:11:27 PM,,Makamae ,,Inside the field,Multiple crops,"tropical_fruits,vegetables_(e.g._leafy_greens_c,other,mai`a_(banana)",Green onion,,,Section of the farm,-156.951353366694,20.7986513285334
466,e3542170-73ad-4c55-b660-75f9f33a1cdf,4/4/2023 11:30:16 PM,,4/4/2023 11:30:16 PM,,Makamae ,,Inside the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,other,Lettuce ,This is a section of the farm ,-156.950847943808,20.797917700644
467,60a0d71c-c65b-4d1b-ac24-ad679ec20481,4/4/2023 11:32:10 PM,,4/4/2023 11:32:10 PM,,Makamae ,,Inside the field,Multiple crops,"pineapple,tropical_fruits,other",Lemons,pineapple,,This is a section of the farm,-156.95103341786,20.7977928276385
468,e8214c77-6167-40d0-9dda-8d99740bafd3,4/4/2023 11:33:27 PM,,4/4/2023 11:33:27 PM,,Makamae ,,Inside the field,Multiple crops,"pineapple,kalo_(taro)_-_mala_(dryland),other",Bettle nut ,pineapple,,This is a section of the farm ,-156.950902827882,20.797862988486
469,e0c9ed46-06e2-421d-9745-d8de2ae64732,4/4/2023 11:35:43 PM,,4/4/2023 11:35:43 PM,,Makamae ,,Inside the field,Multiple crops,avocado,,avocado,,This is section is mainly avacado,-156.95077268738,20.7979387843012
470,b4667fec-d2fe-4070-9ceb-a60626238f08,4/4/2023 11:39:58 PM,,4/4/2023 11:39:58 PM,,Makamae ,,Inside the field,Multiple crops,other,Australian finger lime,,,A section of the farm,-156.950604169765,20.7980282779482
471,60d6176f-dfc9-4a01-9d15-bf23ceea6c45,4/5/2023 1:33:07 AM,,4/5/2023 1:33:07 AM,,Hershey Lei,,Inside the field,Multiple crops,"other,`ulu_(breadfruit)","Bananas, papayas, citrus trees, cassavas, eggplants,  raspberries.",not applicable,,"— Lots of irrigation
— Fenced off
— Cultivated land
— Well taken care of",-156.951219275684,20.7984749804095
472,13b95a9d-3238-4302-ae6e-b1108431f6cf,4/5/2023 1:33:11 AM,,4/5/2023 1:33:11 AM,,Hershey Lei,,Inside the field,Multiple crops,other,Papayas and Mamakis,not applicable,,,-156.951310912561,20.7986191404167
473,1ce2d4e9-f186-4041-82c7-9f6f3b2c9924,4/5/2023 1:33:15 AM,,4/5/2023 1:33:15 AM,,Hershey Lei,,Inside the field,Multiple crops,"other,`uala_(sweet_potato)","Lettuce, cabbages, green onions, bok choy, eggplant, pineapples",not applicable,,Irrigated.,-156.951490477785,20.798504640459
474,71f85114-e380-4f11-aafb-e0cc3549117b,4/5/2023 1:33:21 AM,,4/5/2023 1:33:21 AM,,Hershey Lei,,Inside the field,Multiple crops,other,Peppers and eggplants,,,"— Yeild (28,000lbs of fruits and veggies)
— Many pests 
— Grown organically",-156.951589905055,20.7985434840076
475,6fdabed4-b7e2-4e6e-954d-f6b64bcbe0cb,4/5/2023 1:33:26 AM,,4/5/2023 1:33:26 AM,,Hershey Lei,,Inside the field,Multiple crops,other,Lemons and tangerines,not applicable,,,-156.951075231933,20.7977517515107
476,ea0b6531-c583-40ea-9151-35cdd99c11f8,4/6/2023 11:06:05 PM,,4/6/2023 11:06:05 PM,,ervina,,On the edge of the field,One crop,macadamia_nut,,macadamia nut,,,-156.896117455037,20.7892427700013
477,0546e596-8563-4020-9b00-79d8cd4557ad,4/6/2023 11:07:13 PM,,4/6/2023 11:07:13 PM,,ervina,,On the edge of the field,One crop,macadamia_nut,,,,,-156.896188143041,20.7891137192972
478,84c9a6e4-fdd1-4b5a-8a4b-24be6387ded6,4/6/2023 11:10:06 PM,,4/6/2023 11:10:06 PM,,Makamae ,,On the edge of the field,Pasture,other,None ,,,,-156.891854417309,20.7930750201046
479,5854d90a-0e97-456c-aabc-62d6a4a3dd30,4/6/2023 11:10:31 PM,,4/6/2023 11:10:31 PM,,Alex ,,On the edge of the field,Pasture,,,,,"Fenced, pasture ",-156.891764681932,20.7929214835324
480,feba7b1f-93f3-4d4e-8a88-c746d2d87c2a,4/6/2023 11:14:16 PM,,4/6/2023 11:14:16 PM,,Andrei ,,Inside the field,Multiple crops,"other,vegetables_(e.g._leafy_greens_c,kalo_(taro)_-_loʻi_(wetland)","Trees, pineapple,",,,"Organicly grown 
-125lbs of kalo 
-pineapple 400lbs",-156.950867478452,20.7978104954254
481,57f68b96-d4df-4bb0-a752-44fbad3fc19c,4/6/2023 11:15:07 PM,,4/6/2023 11:15:07 PM,,Andrei badillo,,Inside the field,One crop,macadamia_nut,,,,"Was irragated 
Partially Fenced in
Abandoned 
Overgrown ",-156.896021501764,20.7894501767908
482,801f8bf5-c792-4de7-bc63-1bfe45223aa0,4/6/2023 11:22:56 PM,,4/6/2023 11:22:56 PM,,Makamae,,Inside the field,Multiple crops,other,"Bamboo, panic, tea leaf",,,,-156.894553052552,20.7936732535248
483,c88f99a3-adb2-469f-9a10-6c9a661df4cb,4/6/2023 11:24:40 PM,,4/6/2023 11:24:40 PM,,ervina,,Inside the field,Pasture,other,grassy,,,,-156.894447378739,20.7944794128949
484,bdc79dbb-dd01-42ce-a225-395756a9cbe9,4/6/2023 11:26:08 PM,,4/6/2023 11:26:08 PM,,Andrei,,Inside the field,Fallow,,,,,"Has acces to irrigation
Fenced in 
",-156.895084334137,20.7939869662716
485,066769cf-4397-4170-bd42-d439f06ba4eb,4/6/2023 11:26:17 PM,,4/6/2023 11:26:17 PM,,ervina,,Inside the field,Pasture,other,bushes,,,,-156.894468300033,20.7944601817829
486,0d9ead91-b48f-4972-9030-e5bd45ddc12f,4/6/2023 11:26:49 PM,,4/6/2023 11:26:49 PM,,Makamae ,,On the edge of the field,Multiple crops,"niu_(coconut),mai`a_(banana)",,,,Can’t see the whole field. Could be more crops ,-156.894598775502,20.7931443667879
487,dd54f549-9955-481c-83d8-8486b0ecf70f,4/6/2023 11:31:29 PM,,4/6/2023 11:31:29 PM,,Makamae ,,On the edge of the field,Multiple crops,"mai`a_(banana),kalo_(taro)_-_mala_(dryland),other,tropical_fruits","Tapioca,",,,,-156.89463062678,20.7934281618284
488,b836dcd1-c17d-4cc0-904d-a20b8150d987,4/6/2023 11:45:00 PM,,4/6/2023 11:45:00 PM,,Andrei ,,Inside the field,Pasture,other,Chickens,,,,-156.895368128547,20.7940222776838
489,965fe6aa-6db5-4cea-baa3-b90d5240e749,4/6/2023 11:52:13 PM,,4/6/2023 11:52:13 PM,,Makamae ,,On the edge of the field,Pasture,,,,,All invasive plants ,-156.896793831654,20.7925775756043
490,507f1008-59a1-40b1-af15-4656b2f4a476,4/7/2023 12:20:11 AM,,4/7/2023 12:20:11 AM,,Alex ,,Inside the field,Multiple crops,other,"Kou tree, Milo tree",,,,-156.89457761077,20.7937483938659
491,d26435cd-3360-462a-8e31-f5993aa39194,4/7/2023 12:20:28 AM,,4/7/2023 12:20:28 AM,,Alex ,,Inside the field,Multiple crops,other,"Kou tree, Milo Tree",,,,-156.89477814704,20.7938179346757
492,1870dd52-4c7f-42f0-8d2f-9fe58adc2cd9,4/7/2023 12:20:42 AM,,4/7/2023 12:20:42 AM,,Alex ,,On the edge of the field,Pasture,,,,,"No crops, just open field, the trees are invasive species ( I don’t know what it’s called though) ",-156.895451316358,20.7938719822928
493,dec42f35-89e8-4873-873d-3b0e5aa02f61,4/9/2023 6:26:19 AM,,4/9/2023 6:26:19 AM,,Rohan Fahland,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.036046433243,20.7981685691427
494,38891d15-25be-4bfd-80f5-a970bb281cbc,4/9/2023 6:26:24 AM,,4/9/2023 6:26:24 AM,,Rohan Fahland ,,On the edge of the field,Multiple crops,"mai`a_(banana),other",Papaya,other,Papaya,,-156.035532947007,20.7991163573509
495,c1b98130-e2b6-4d3d-b943-27ddf19165c1,4/9/2023 6:26:27 AM,,4/9/2023 6:26:27 AM,,Rohan Fahland ,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),other",Kava,,, ,-156.037999119941,20.8041783498828
496,45241a2d-88ce-4d38-8c0b-f46ec670a9f1,4/9/2023 6:26:32 AM,,4/9/2023 6:26:32 AM,,Rohan Fahland ,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),other",Àpe/ Elephqnts est,other,Àpe,One big breadfruit tree surrounded by elephants ear,-156.039520284765,20.8045798303279
497,e414537a-1475-45c8-9c8b-d265ca6cba90,4/9/2023 8:36:17 AM,,4/9/2023 8:36:17 AM,,Brigette Tomas,,On the edge of the field,One crop,mai`a_(banana),,,,"Farm has chickens
field used to have macadamia trees ",-156.03614438,20.79800553
498,7156682e-3fe9-4969-8b19-2274c494b8e7,4/9/2023 8:36:20 AM,,4/9/2023 8:36:20 AM,,Brigette Tomas,,Inside the field,One crop,niu_(coconut),,,,Dwarf coconut,-156.03605138,20.79777227
499,f3894261-4d7f-49b6-8b3a-c0916c1c9581,4/9/2023 8:36:23 AM,,4/9/2023 8:36:23 AM,,Brigette Tomas,,Inside the field,Multiple crops,"tropical_fruits,niu_(coconut),other",,,,"rambutan yellow
mango
acai tree
lauhala tree
Avocado",-156.03588306,20.79736461
500,04267618-aa36-4c4a-b55f-e61293a9930f,4/9/2023 8:36:26 AM,,4/9/2023 8:36:26 AM,,Brigette Tomas,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,`ulu (breadfruit),,"Samoan variation
ulu fiti
",-156.03657981,20.79778399
501,93113523-ec3d-45e9-98f3-ac4ca08c9ab3,4/9/2023 8:36:30 AM,,4/9/2023 8:36:30 AM,,Brigette Tomas,,Inside the field,One crop,tropical_fruits,,,,Mountian apple from indo china,-156.03633955,20.7984216
502,852aacea-7963-407f-82ab-1eca7e78d6cb,4/9/2023 8:36:35 AM,,4/9/2023 8:36:35 AM,,Brigette Tomas,,On the edge of the field,One crop,other,Bamboo,,,,-156.03634314,20.79843331
503,0c398fc2-01c4-47b0-8572-3f5f93be53bf,4/9/2023 8:36:40 AM,,4/9/2023 8:36:40 AM,,Brigette Tomas,,Inside the field,Multiple crops,tropical_fruits,,,,"Lychee
tangellos
miracle tree fruit",-156.03568979,20.79867324
504,5cf2c05b-5584-4c0e-8529-b49d7096b8e7,4/9/2023 8:36:44 AM,,4/9/2023 8:36:44 AM,,Brigette Tomas,,Inside the field,Multiple crops,tropical_fruits,,,,"Jackfruit 
vanilla ",-156.03563417,20.79879682
505,869ceafa-5d64-40de-abca-3b71714fb5f9,4/9/2023 8:36:48 AM,,4/9/2023 8:36:48 AM,,Brigette Tomas,,Inside the field,Multiple crops,,,,,"located in perinial garden 
achote tree
Peanut butter tree",-156.03557426,20.79898253
506,f4337c12-ef9a-473b-be2c-4cff6f51cbed,4/9/2023 8:36:53 AM,,4/9/2023 8:36:53 AM,,Brigette Tomas,,On the edge of the field,Home garden or irregular,vegetables_(e.g._leafy_greens_c,,,,"Short carrots
lettuce 
Scallions 
Cabbages",-156.03563782,20.79915395
507,941c653e-a0b0-4a25-83ca-d566b500cc14,4/9/2023 8:36:55 AM,,4/9/2023 8:36:55 AM,,Brigette Tomas,,On the edge of the field,One crop,macadamia_nut,,,,,-156.03560819,20.79928125
508,2531c577-ff63-4d5b-97c0-95f515a7a2d1,4/9/2023 8:37:01 AM,,4/9/2023 8:37:01 AM,,Brigette Tomas,,Inside the field,Home garden or irregular,tropical_fruits,,,,"Inga tree ice cream bean
Verbane ",-156.02292387,20.79181585
509,f44bab25-faf6-4c5a-b728-988014c56a7d,4/9/2023 8:37:05 AM,,4/9/2023 8:37:05 AM,,Brigette Tomas,,Inside the field,Home garden or irregular,mai`a_(banana),,,,Chinese banana,-156.0229041,20.79172279
510,bba18045-507b-4f83-9afb-5e8c59881e92,4/9/2023 8:37:10 AM,,4/9/2023 8:37:10 AM,,Brigette Tomas,,Inside the field,Multiple crops,"niu_(coconut),tropical_fruits",,,,"Lilikoi
Verban plant",-156.02292422,20.79169953
511,1a5e1701-e81f-4791-88c4-4e3de29b41db,4/9/2023 8:37:15 AM,,4/9/2023 8:37:15 AM,,Brigette Tomas,,Inside the field,Home garden or irregular,other,Mulch,,,Gunpowder trees as mulch in field ,-156.02301614,20.79172052
512,7d06bd08-ddfb-4ca3-bab5-4c30494ca960,4/9/2023 8:37:19 AM,,4/9/2023 8:37:19 AM,,Brigette Tomas,,Inside the field,One crop,other,Awa,,,,-156.03826307,20.80406694
513,5e3ee638-c584-4918-abc9-7d289cfe87c8,4/9/2023 8:37:23 AM,,4/9/2023 8:37:23 AM,,Brigette Tomas,,Inside the field,One crop,other,Kou tree,,,,-156.03849394,20.80395092
514,aa449520-b1a1-4332-92c3-6db70dbbc690,4/9/2023 8:37:27 AM,,4/9/2023 8:37:27 AM,,Brigette Tomas,,On the edge of the field,Multiple crops,`ulu_(breadfruit),,,,'Ape - elephants ear,-156.03954392,20.80451897
515,505c69c5-924a-4f84-889f-c46d38923f54,4/9/2023 8:37:31 AM,,4/9/2023 8:37:31 AM,,Brigette Tomas,,On the edge of the field,Home garden or irregular,other,'awapuhi - shampoo ginger,,,,-156.03960799,20.8044682
516,49ac2140-ab3a-4239-b83a-a415cd9b2f41,4/9/2023 8:37:35 AM,,4/9/2023 8:37:35 AM,,Brigette Tomas,,On the edge of the field,One crop,tropical_fruits,,,,Noni,-156.03961265,20.80476351
517,14859b55-4181-46f3-95c5-2cc5c109838d,4/10/2023 9:29:47 PM,,4/10/2023 9:29:47 PM,,Jayleen Abraham ,,On the edge of the field,Multiple crops,"mai`a_(banana),vegetables_(e.g._leafy_greens_c,other","Citrus , dragon fruit, soursap",,,,-156.951043700443,20.798199463608
518,a63c5fc4-e4d1-4343-bfc8-5b539bb19107,4/10/2023 9:29:49 PM,,4/10/2023 9:29:49 PM,,Jayleen ,,Inside the field,Multiple crops,other,Berries ,other,Dragonfruit ,,-156.951043700442,20.7981994636088
519,a878e1a7-af5f-4ccb-932d-5c20c40c0165,4/10/2023 9:29:51 PM,,4/10/2023 9:29:51 PM,,Jayleen ,,Inside the field,Multiple crops,"pineapple,`ulu_(breadfruit),other",Papayas ,,,,-156.951043700442,20.7981994636088
